CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
125632-41905,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,,1
125632-227637,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,,1
125632-334582,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,,1
125632-365061,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,,1
125632-368074,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,,1
126612-69,Shoes,Loafers,,Padded,Slip-On,Men,Leather,Moc Toe,1
126612-3322,Shoes,Loafers,,Padded,Slip-On,Men,Leather,Moc Toe,1
126910-127172,Shoes,Loafers,,,Slip-On,Men,Nappa;Synthetic,Square Toe;Closed Toe,0
126910-308751,Shoes,Loafers,,,Slip-On,Men,Suede,Square Toe;Closed Toe,0
128174-14,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
128174-620,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
7128401-4275,Sandals,Flat,,Removable,Ankle Strap;Hook and Loop,Men,Latex,Open Toe,0
7128854-51,Sandals,Flat,,EVA,Bungee,Men,Leather;Nubuck;Rubber,Bump Toe,1
7128854-178719,Sandals,Flat,,EVA,Bungee,Men,Leather;Nubuck;Rubber,Bump Toe,1
7128854-299080,Sandals,Flat,,EVA,,Men,Leather;Nubuck;Rubber,Bump Toe,1
7128854-326694,Sandals,Flat,,EVA,,Men,Leather;Nubuck;Rubber,Bump Toe,1
7128865-3,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7128865-53288,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7128865-219619,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7128865-219633,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7128865-261636,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7128865-326865,Sandals,Flat,Flat,,Toggle,Men,Rubber;Synthetic,,0
7129227-325,Boots,Mid-Calf,1in - 1 3/4in,Removable,Pull-on,Men,Leather;Rubber,Round Toe,1
7129679-278,Slippers,Slipper Flats,,Padded,Slip-On,Men,Fleece;Sheepskin,,1
7130331-238322,Sandals,Flat,,Leather;Moisture Wicking;Padded,Ankle Strap;Hook and Loop,Men,Leather;Latex,Round Toe,1
7133667-72,Shoes,Oxfords,,EVA;Padded,Lace up,Men,Full-grain leather;Leather,Round Toe,1
7133667-328,Shoes,Oxfords,,EVA;Padded,Lace up,Men,Full-grain leather;Leather,Round Toe,1
7133667-360,Shoes,Oxfords,,EVA;Padded,Lace up,Men,Full-grain leather;Leather,Round Toe,1
7134390-278,Boots,Ankle,,Removable,Lace up,Men,Full-grain leather;Leather,,1
7134392-6,Boots,Ankle,,Removable,Lace up,Men,Leather;Nylon,Round Toe,1
7134394-19077,Boots,Ankle,,Removable,Lace up,Men,Cordura;Leather;Suede,,1
7134394-57236,Boots,Ankle,,Removable,Lace up,Men,Cordura;Leather;Suede,,1
7134396-19142,Boots,Ankle,,Removable,Lace up,Men,Suede,,0
7135190-1489,Boots,Ankle,,Removable,Lace up,Men,Cordura;Leather;Nubuck;Nylon,Round Toe,1
7135195-1162,Boots,Ankle,,Removable,Lace up,Men,Nubuck;Nylon,,0
7135231-189978,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Faux Leather;Mesh;Nylon,,1
7135908-4811,Shoes,Loafers,,Leather;Padded;Polyurethane,,Men,Leather;Polyurethane;Rubber;Suede;Synthetic,,1
7136102-9,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Suede,Round Toe,0
7136102-85305,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Nubuck,,0
7136724-20459,Boots,Ankle,,,Lace up,Men,Full-grain leather;Leather,Capped Toe,1
7138204-16158,Boots,Mid-Calf,,EVA;Gel;Moisture Wicking;Padded;Removable,Pull-on,Men,Full-grain leather;Leather;Rubber,Round Toe;Closed Toe,1
7138241-19,Boots,Ankle,,Removable,Lace up,Men,Leather;Rubber,Round Toe,1
7138243-3,Boots,Mid-Calf,,,Lace up,Men,Leather;Rubber,Round Toe,1
7138249-16740,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Men,Leather,,1
7138281-6,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather;Rubber,Square Toe;Closed Toe,1
7138490-1184,Shoes,Loafers,,Padded,Slip-On,Men,Leather,Moc Toe,1
7138490-4142,Shoes,Loafers,,Padded,Slip-On,Men,Leather,Moc Toe,1
7139912-3,Boots,Mid-Calf,,Leather;Padded;Polyurethane,Pull-on,Men,Leather;Polyurethane,Round Toe;Closed Toe,1
7140506-9977,Shoes,Loafers,Flat,,Hook and Loop,Men,Leather,Moc Toe;Closed Toe,1
7140506-399169,Shoes,Loafers,Flat,,Hook and Loop,Men,Leather,Moc Toe;Closed Toe,1
7140576-2099,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Full-grain leather;Leather;Rubber,Round Toe,1
7140680-2099,Boots,Ankle,1in - 1 3/4in,Removable,Lace up,Men,Full-grain leather;Leather;Nubuck;Rubber,Round Toe,1
7140680-22049,Boots,Ankle,1in - 1 3/4in,Removable,Lace up,Men,Full-grain leather;Leather;Nubuck;Rubber,Round Toe,1
7140680-22132,Boots,Ankle,1in - 1 3/4in,Removable,Lace up,Men,Full-grain leather;Leather;Nubuck;Rubber,Round Toe,1
7140685-22133,Boots,Ankle,,EVA,Lace up,Men,Full-grain leather;Leather;Rubber,Moc Toe,1
7140725-238,Boots,Ankle,1in - 1 3/4in,Orthotic Friendly,Lace up,Men,Leather,Round Toe,1
7141595-22652,Shoes,Sneakers and Athletic Shoes,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7141595-56581,Shoes,Sneakers and Athletic Shoes,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7141659-351223,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Suede,,1
7142409-372310,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop;Lace up,Men,Leather;Suede,,1
7142646-151,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Lace;Leather,Round Toe,1
7144819-24713,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Capped Toe;Round Toe,1
7144819-24714,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Capped Toe;Round Toe,1
7144940-716,Boots,Ankle,,,Lace up,Men,Leather,Round Toe,1
7144940-249607,Boots,Ankle,,,Lace up,Men,Leather,Round Toe,1
7145735-116103,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Hair Calf;Leather,Capped Toe;Round Toe,1
7145922-3,Boots,Mid-Calf,1in - 1 3/4in,Removable,Pull-on,Men,Leather;Mesh;Suede,,1
7145922-983,Boots,Mid-Calf,1in - 1 3/4in,Removable,Pull-on,Men,Leather;Mesh;Suede,,1
7145922-1868,Boots,Mid-Calf,1in - 1 3/4in,Removable,Pull-on,Men,Leather;Mesh;Suede,,1
7145961-6,Boots,Mid-Calf,,Removable,Lace up,Men,Leather,,1
7146169-1233,Boots,Ankle,,,Lace up,Men,Leather,,1
7147031-72,Shoes,Oxfords,,Leather,Lace up,Men,Leather,,1
7148042-2462,Shoes,Oxfords,,Padded,Lace up,Men,Full-grain leather;Leather,Bicycle Toe;Round Toe,1
7148042-3633,Shoes,Oxfords,,Padded,Lace up,Men,Full-grain leather;Leather,Bicycle Toe;Round Toe,1
7148715-325,Boots,Mid-Calf,,Removable,Lace up,Men,Nylon;Suede,,0
7149582-22049,Boots,Mid-Calf,,EVA;Removable,Pull-on,Men,Leather;Rubber,Round Toe,1
7149863-27883,Slippers,Slipper Flats,,Memory Foam;Moisture Wicking;Padded,Slip-On,Men,Leather;Terry,Round Toe,1
7149863-27884,Slippers,Slipper Flats,,Memory Foam;Moisture Wicking;Padded,Slip-On,Men,Leather;Terry,Round Toe,1
7149863-210553,Slippers,Slipper Flats,,Memory Foam;Moisture Wicking;Padded,Slip-On,Men,Leather;Terry,Round Toe,1
7149880-7041,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Suede,,0
7149880-32938,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Suede,,0
7150318-3,Boots,Ankle,,EVA,Pull-on,Men,Leather;Rubber,,1
7150318-203126,Boots,Ankle,,EVA,Pull-on,Men,Leather;Rubber,,1
7151937-106,Slippers,Slipper Flats,,Leather;Padded,Slip-On,Men,Leather;Rubber;Suede,,1
7151937-616,Slippers,Slipper Flats,,Memory Foam;Padded,Slip-On,Men,Leather,,1
7151938-3,Slippers,Slipper Flats,,,Slip-On,Men,Leather,,1
7151938-278,Slippers,Slipper Flats,,,Slip-On,Men,Leather,,1
7153671-1615,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
7153671-65259,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
7154789-30974,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Snip Toe;Closed Toe,1
7155476-31429,Boots,Ankle,,EVA;Removable,Lace up,Men,Nubuck,,0
7155691-7548,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Lace;Polyurethane;Synthetic,Round Toe,0
7155838-341306,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7155838-373316,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7157272-71,Shoes,Oxfords,,Padded,Lace up,Men,Leather,Capped Toe;Round Toe,1
7158233-3,Shoes,Boat Shoes,,Padded,Lace up,Men,Leather,Moc Toe,1
7158233-28,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-125,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-151,Shoes,Boat Shoes,,Padded,Lace up,Men,Leather,Moc Toe,1
7158233-300,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-419,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-907,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-3575,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-19738,Shoes,Boat Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe,1
7158233-47974,Shoes,Boat Shoes,,Padded,Lace up,Men,Leather,Moc Toe,1
7158518-16740,Boots,Mid-Calf,,Padded;Removable,Lace up;Zipper,Men,Synthetic,Round Toe,0
7159120-16740,Shoes,Sneakers and Athletic Shoes,,,,Men,Rubber,,0
7159148-585,Boots,Ankle,,Padded;Removable,Lace up,Men,Cordura;Synthetic,Bump Toe;Round Toe,0
7159387-4502,Shoes,Loafers,,Padded,Slip-On,Men,Leather,,1
7159690-89459,Shoes,Boat Shoes,,Leather,Lace up,Men,Leather,Round Toe,1
7160192-4502,Boots,Ankle,,Removable,Lace up,Men,Cordura;Leather;Nubuck,Moc Toe,1
7160197-17460,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,0
7160197-69241,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,0
7160197-183092,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,0
7160230-24839,Boots,Ankle,,Polyurethane,Lace up,Men,Full-grain leather;Leather;Nylon;Rubber,Round Toe,1
7160701-1001,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Full-grain leather;Leather,,1
7160701-183092,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Full-grain leather;Leather,,1
7161712-30,Shoes,Oxfords,,EVA,Lace up,Men,Full-grain leather,Moc Toe,0
7161712-72,Shoes,Oxfords,,EVA,Lace up,Men,Full-grain leather,Moc Toe,0
7161712-650,Shoes,Oxfords,,EVA,Lace up,Men,Full-grain leather,Moc Toe,0
7162550-964,Shoes,Boat Shoes,,Padded,Slip-On,Men,Leather,Moc Toe,1
7165852-69,Boots,Ankle,,EVA,Lace up,Men,Full-grain leather;Leather;Rubber;EVA,Round Toe,1
7165852-328,Boots,Ankle,,EVA,Lace up,Men,Full-grain leather;Leather;Rubber;EVA,Round Toe,1
7166042-10174,Shoes,Loafers,,Poron,Slip-On,Men,Leather,Moc Toe;Round Toe,1
7166191-144,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,0
7166191-147,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,0
7166191-2078,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,0
7167075-4566,Shoes,Loafers,,Removable,Elastic Gore;Slip-On,Men,Leather,Moc Toe;Round Toe,1
7167142-72,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather;Rubber,Round Toe;Closed Toe,1
7167142-2330,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather;Rubber,Round Toe;Closed Toe,1
7167999-183092,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,1
7168450-72,Slippers,Slipper Flats,,Leather,,Men,Leather,,1
7169075-3,Sandals,Flat,,,Slip-On,Men,Synthetic,,0
7169075-267553,Sandals,Flat,,,Slip-On,Men,Synthetic,,0
7169758-72,Slippers,Slipper Flats,,Leather;Padded,Slip-On,Men,Felt;Leather,,1
7169761-7719,Slippers,Slipper Flats,,,,Men,Suede,,0
7169761-7720,Slippers,Slipper Flats,,,,Men,Suede,,0
7170569-3,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Removable,Lace up,Men,Leather,Round Toe,1
7170725-3,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,,0
7170725-6,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,,0
7170725-151,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,,0
7170725-920,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,,0
7170725-160610,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,,0
7171410-3898,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,1
7171410-38965,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,1
7171737-39335,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Leather;Nylon;Rubber,Round Toe,1
7171738-24840,Boots,Ankle,,Polyurethane,Lace up,Men,Full-grain leather;Leather;Nylon;Rubber,Round Toe,1
7171750-2099,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Full-grain leather;Leather;Rubber,,1
7171764-13952,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
7171764-14888,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
7171764-15577,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
7172144-2099,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Full-grain leather;Leather;Rubber,,1
7172265-3,Boots,Mid-Calf,,EVA;Gel;Padded;Removable,Pull-on,Men,Full-grain leather;Leather;Rubber,Round Toe;Closed Toe,1
7172265-250403,Boots,Mid-Calf,,Gel;Padded;Removable,Pull-on,Men,Full-grain leather;Leather;Rubber,Round Toe;Closed Toe,1
7172312-20007,Shoes,Loafers,,Leather,,Men,Leather;Synthetic,,1
7172793-508,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
7172793-33570,Shoes,Boat Shoes,,,Lace up,Men,Leather,Moc Toe,1
7172934-3,Shoes,Oxfords,,Leather,Lace up,Men,Leather;Rubber,Round Toe,1
7173205-72,Boots,Mid-Calf,1in - 1 3/4in,Leather;Poron,Pull-on,Men,Leather;Neoprene;Rubber;Suede,Square Toe,1
7173205-281,Boots,Mid-Calf,1in - 1 3/4in,Leather;Poron,Pull-on,Men,Leather;Neoprene;Rubber;Suede,Square Toe,1
7173636-1868,Boots,Mid-Calf,,Removable,Pull-on,Men,Leather,Round Toe,1
7173640-3,Boots,Mid-Calf,,Padded,Pull-on,Men,Leather,Round Toe;Closed Toe,1
7173656-3,Boots,Mid-Calf,,Gel;Padded,Buckle;Pull-on,Men,Leather,Round Toe,1
7174012-133,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-3277,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-4830,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-38264,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-39836,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-81196,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7174012-377358,Slippers,Slipper Flats,1in - 1 3/4in,EVA;Padded,Slip-On,Men,Leather;Suede;Synthetic,,1
7175356-72,Boots,Mid-Calf,2in - 2 3/4in,Leather;Padded;Poron,Pull-on,Men,Leather;Rubber,Square Toe,1
7175568-201711,Boots,Mid-Calf,1in - 1 3/4in,EVA;Removable,Pull-on,Men,Full-grain leather,Round Toe;Closed Toe,0
7175568-239160,Boots,Ankle,1in - 1 3/4in,,Pull-on,Men,Leather,Round Toe,1
7176881-16332,Boots,Mid-Calf,,,Pull-on,Men,Rubber,,0
7177079-14295,Shoes,Loafers,,Leather;Padded,Slip-On,Men,Leather,Pointed Toe,1
7177119-764,Boots,Ankle,,,Lace up,Men,Leather,Round Toe,1
7177962-29293,Boots,Mid-Calf,,Orthotic Friendly;Removable,Pull-on,Men,Leather;Rubber,Round Toe,1
7177963-86,Boots,Ankle,2in - 2 3/4in,Orthotic Friendly;Removable,Lace up,Men,Leather;Rubber,,1
7177963-42226,Boots,Ankle,2in - 2 3/4in,Orthotic Friendly;Removable,Lace up,Men,Leather;Rubber,,1
7177966-1243,Boots,Ankle,,Removable,Lace up,Men,Leather,Round Toe,1
7178786-352321,Shoes,Boat Shoes,,Padded,Lace up,Men,Leather,Moc Toe,1
7179140-42877,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Snip Toe;Closed Toe,1
7179891-325,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Bicycle Toe;Center Seam,1
7179891-45368,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Bicycle Toe;Center Seam,1
7180685-2099,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Rubber,Round Toe,1
7181815-111,Shoes,Oxfords,,Gel;Leather;Padded,Lace up,Men,Leather,Moc Toe,1
7181815-1177,Shoes,Oxfords,,Gel;Leather;Padded,Lace up,Men,Leather,Moc Toe,1
7182336-4565,Sandals,Flat,,Leather;Moisture Wicking;Removable,Hook and Loop,Men,Leather,Round Toe,1
7182336-4566,Sandals,Flat,,Leather;Moisture Wicking;Removable,Hook and Loop,Men,Leather,Round Toe,1
7182624-3605,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Full-grain leather;Leather,,1
7182624-183092,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Full-grain leather,,0
7182725-3,Boots,Mid-Calf,1in - 1 3/4in,Leather;Poron,Pull-on,Men,Leather;Neoprene;Rubber;Suede,Square Toe,1
7184052-3322,Boots,Mid-Calf,2in - 2 3/4in,Leather;Padded;Poron,Pull-on,Men,Leather;Rubber,Square Toe,1
7185823-300,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Leather;Mesh;Nylon;Rubber,Round Toe,1
7185923-381,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather;Rubber,Square Toe;Closed Toe,1
7186491-7151,Boots,Mid-Calf,1in - 1 3/4in,,Pull-on,Men,Leather;Rubber,Round Toe,1
7186521-112873,Shoes,Oxfords,,Leather,Lace up,Men,Full-grain leather;Leather,Bicycle Toe;Square Toe,1
7186521-112875,Shoes,Oxfords,,Leather,Lace up,Men,Full-grain leather;Leather,Bicycle Toe;Square Toe,1
7186551-72,Shoes,Oxfords,,Leather,Lace up,Men,Leather,Capped Toe,1
7186551-255,Shoes,Oxfords,,Leather,Lace up,Men,Leather,Capped Toe,1
7186552-72,Shoes,Oxfords,,EVA;Leather,Lace up,Men,Full-grain leather;Leather,Wingtip,1
7186552-255,Shoes,Oxfords,,EVA;Leather,Lace up,Men,Full-grain leather;Leather,Wingtip,1
7187046-742,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop;Lace up,Men,Leather,,1
7187046-6166,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop;Lace up,Men,Leather,,1
7187046-31878,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Lace up,Men,Canvas;Leather;Mesh;Nubuck;Rubber;Satin;Suede;Synthetic;Velvet,,1
7187046-138766,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Men,Leather,,1
7187046-372491,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop;Lace up,Men,Leather,,1
7189773-680,Sandals,Flat,,Leather,Slip-On,Men,Leather;Suede,,1
7189773-16158,Sandals,Flat,,Leather,Slip-On,Men,Leather;Suede,,1
7189817-1921,Shoes,Oxfords,1in - 1 3/4in,Padded,,Men,Leather;Nylon;Rubber,Round Toe,1
7189979-21549,Slippers,Slipper Flats,,Leather,,Men,Leather,,1
7189979-22569,Slippers,Slipper Flats,,Leather,,Men,Leather,,1
7190110-72,Shoes,Oxfords,,Gel,Lace up,Men,Leather,Round Toe,1
7190110-216,Shoes,Oxfords,,Gel,Lace up,Men,Leather,Round Toe,1
7190111-72,Shoes,Loafers,,Polyurethane,Slip-On,Men,Full-grain leather;Leather,Round Toe,1
7190111-216,Shoes,Loafers,,Polyurethane,Slip-On,Men,Full-grain leather;Leather,Round Toe,1
7190112-72,Shoes,Oxfords,,Gel;Leather,Lace up,Men,Leather,Algonquin,1
7190321-139,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe;Closed Toe,1
7190321-500,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190321-1084,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190321-3093,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190321-3395,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe;Closed Toe,1
7190321-5222,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe;Closed Toe,1
7190321-20650,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190321-39663,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Corduroy;Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190321-99894,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe;Closed Toe,1
7190321-121684,Boots,Ankle,,EVA;Leather;Padded,Lace up,Men,Full-grain leather;Leather;Nubuck;Suede,Round Toe,1
7190382-3,Boots,Ankle,1in - 1 3/4in,Leather,Pull-on,Men,Leather;Neoprene;Rubber;Suede,Round Toe;Square Toe,1
7190589-104,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Bicycle Toe,1
7190589-7164,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Bicycle Toe,1
7190878-3053,Shoes,Loafers,,Padded,,Men,Deerskin;Sheepskin;Wool,,1
7190887-835,Shoes,Loafers,,Removable,Elastic Gore,Men,Full-grain leather,Round Toe,0
7190887-5777,Shoes,Loafers,,Removable,Elastic Gore,Men,Full-grain leather,Round Toe,0
7191011-3,Boots,Ankle,,EVA;Removable,Lace up,Men,Rubber;Suede,,0
7191011-275,Boots,Ankle,,EVA;Removable,Lace up,Men,Rubber;Suede,Round Toe;Closed Toe,0
7191011-14037,Boots,Ankle,,EVA;Removable,Lace up,Men,Rubber;Suede,,0
7191285-82,Boots,Mid-Calf,,,Lace up,Men,Leather,Capped Toe,1
7191760-22042,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Full-grain leather;Leather;Rubber,Round Toe,1
7192285-1876,Sandals,Flat,,,Slip-On,Men,Nubuck,,0
7192429-7,Shoes,Oxfords,,Padded,Lace up,Men,Leather;Ostrich,Wingtip,1
7192579-21766,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Full-grain leather;Leather;Nubuck;Suede;Synthetic,,1
7192579-24150,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Full-grain leather;Leather;Nubuck;Suede;Synthetic,,1
7192579-30012,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Full-grain leather;Leather;Nubuck;Suede;Synthetic,,1
7192579-254600,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Full-grain leather;Leather;Nubuck;Suede;Synthetic,,1
7192579-254601,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Full-grain leather;Leather;Nubuck;Suede;Synthetic,,1
7192727-72,Boots,Mid-Calf,,Leather;Padded,Pull-on,Men,Leather,Square Toe,1
7192727-665,Boots,Mid-Calf,,Leather;Padded,Pull-on,Men,Leather,Square Toe,1
7192939-381,Boots,Mid-Calf,1in - 1 3/4in,Leather,Pull-on,Men,Leather,Square Toe,1
7192939-81355,Boots,Mid-Calf,1in - 1 3/4in,Leather,Pull-on,Men,Leather,Square Toe,1
7193592-278,Slippers,Slipper Flats,1in - 1 3/4in,Padded,Slip-On,Men,Sheepskin,,1
7193628-147,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Suede,,0
7193628-13923,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Suede,,0
7194444-24839,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Full-grain leather;Leather;Nylon;Rubber,Round Toe,1
7195926-377700,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Nubuck;Rubber;Suede,,0
7195926-377728,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Nubuck;Rubber;Suede,,0
7196310-5100,Shoes,Loafers,,Leather,,Men,Leather;Nappa;Rubber;Synthetic,,1
7196318-3,Shoes,Oxfords,,EVA;Gel;Leather,Lace up,Men,Leather,Moc Toe,1
7196318-20,Shoes,Oxfords,,EVA;Gel;Leather,Lace up,Men,Leather,Moc Toe,1
7196319-3,Shoes,Loafers,,EVA;Gel,Slip-On,Men,Leather,Moc Toe,1
